LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAYMENT_NEXT_MONTH,NUM_DELAYED_MONTHS,MAX_PAYMENT_DELAY,HAS_PAYMENT_DELAY,RECENT_DELAY,AVG_BILL_AMT,MAX_BILL_AMT,AVG_PAY_AMT,TOTAL_PAY_AMT,ZERO_PAYMENT_MONTHS,CREDIT_UTILIZATION,AVG_CREDIT_UTILIZATION,PAYMENT_TO_BILL_RATIO,BILL_CHANGE
40000,2,2,2,26,0,0,0,0,2,2,31475,32663,33813,34952,36447,35515,2000,2000,2000,2500,0,1500,0,2,2,1,0,34144.166666666664,36447,1666.6666666666667,10000,1,0.786875,0.8536041666666666,0.04881263270934518,-4040
150000,1,1,1,51,0,0,2,0,0,0,128968,138260,134573,136026,97517,47027,12900,0,5399,4224,1830,1889,0,1,2,1,0,113728.5,138260,4373.666666666667,26242,1,0.8597866666666667,0.75819,0.03845708566161223,81941
20000,2,2,2,40,2,2,0,0,0,3,18278,17696,19008,19083,21871,21236,0,1612,687,3100,0,0,1,3,3,1,1,19528.666666666668,21871,899.8333333333334,5399,3,0.9139,0.9764333333333334,0.04607756119209367,-2958
30000,2,3,1,35,1,-2,-1,0,0,-1,-5,-5,2605,893,895,2328,0,2610,18,2,2333,1,0,1,1,1,1,1118.5,2605,827.3333333333334,4964,1,-0.00016666666666666666,0.037283333333333335,0.7396811205483534,-2333
80000,2,2,1,27,-2,-2,-2,-2,-2,-2,390,0,780,0,0,0,390,780,0,0,0,0,0,0,0,0,0,195.0,780,195.0,1170,4,0.004875,0.0024375,1.0,390
390000,2,3,1,38,-2,-2,-2,-2,-1,-1,241,0,0,0,739,0,0,0,0,739,0,0,1,0,0,0,0,163.33333333333334,739,123.16666666666667,739,5,0.000617948717948718,0.00041880341880341885,0.7540816326530612,241
20000,2,2,2,22,1,2,2,2,2,2,5613,5377,6920,6911,6655,7191,0,1638,251,0,647,0,1,6,2,1,1,6444.5,7191,422.6666666666667,2536,3,0.28065,0.322225,0.0655856415030905,-1578
200000,1,2,1,42,0,0,0,0,0,0,68670,69702,70015,72073,71690,73661,4000,4000,5000,2563,5000,5000,1,0,0,0,0,70968.5,73661,4260.5,25563,0,0.34335,0.3548425,0.06003367691299661,-4991
80000,2,3,1,35,0,0,0,0,0,0,49544,50418,51810,28964,13059,13488,1970,2355,1500,1000,646,2000,0,0,0,0,0,34547.166666666664,51810,1578.5,9471,0,0.6193,0.4318395833333333,0.04569115653478578,36056
50000,2,2,1,36,2,0,0,0,0,0,50922,50367,41627,42297,43031,45837,1715,1991,1661,1566,3526,0,1,1,2,1,1,45680.166666666664,50922,1743.1666666666667,10459,1,1.01844,0.9136033333333333,0.03816025189633722,5085
230000,2,2,1,38,0,0,0,0,0,0,10906,9692,9162,10466,9426,8099,1364,1393,2003,1000,1000,500,0,0,0,0,0,9625.166666666666,10906,1210.0,7260,0,0.04741739130434783,0.04184855072463768,0.1257121088812315,2807
190000,2,2,2,31,0,0,0,0,0,0,147586,155228,160588,162241,165794,168951,10000,7891,5743,6102,6000,6307,0,0,0,0,0,160064.66666666666,168951,7007.166666666667,42043,0,0.7767684210526316,0.8424456140350877,0.043777098422720824,-21365
260000,1,3,1,36,-1,0,0,0,0,0,154462,153799,77156,73658,70273,67100,7425,2795,2779,2947,3400,5000,0,0,0,0,0,99408.0,154462,4057.6666666666665,24346,0,0.5940846153846154,0.3823384615384615,0.04081831106819035,87362
100000,2,1,1,39,-1,-1,-1,-1,-1,-1,29449,55139,34181,12592,71340,32453,55139,34181,12592,71340,32453,37035,0,0,0,0,0,39192.333333333336,71340,40456.666666666664,242740,0,0.29449,0.39192333333333335,1.0322597106576965,-3004
140000,1,2,2,41,0,0,0,0,0,0,132758,83498,84837,85663,79852,81090,4002,3900,3000,2892,3059,3003,0,0,0,0,0,91283.0,132758,3309.3333333333335,19856,0,0.9482714285714285,0.6520214285714285,0.036253555791695424,51668
20000,2,2,1,42,2,0,0,0,0,0,12426,13143,14152,14435,14802,15256,1225,1234,517,600,700,710,1,1,2,1,1,14035.666666666666,15256,831.0,4986,0,0.6213,0.7017833333333333,0.05920630773980574,-2830
80000,1,2,2,30,0,0,0,0,0,0,69392,64149,53200,29707,28427,10072,3046,1874,2000,1000,1000,199,0,0,0,0,0,42491.166666666664,69392,1519.8333333333333,9119,0,0.8674,0.5311395833333333,0.035768218492470985,59320
360000,1,1,2,32,0,0,0,0,-1,-1,304907,309972,315730,113412,2500,0,12557,13738,5053,2500,0,0,0,0,0,0,0,174420.16666666666,315730,5641.333333333333,33848,2,0.8469638888888888,0.48450046296296295,0.03234335479173375,304907
70000,1,2,2,31,0,0,0,0,2,0,46079,47232,48618,51134,50222,48874,2200,2500,3600,0,1754,1892,1,1,2,1,0,48693.166666666664,51134,1991.0,11946,1,0.6582714285714286,0.6956166666666667,0.0408886941699554,-2795
30000,2,2,1,24,2,2,0,0,0,0,31214,28983,28301,31072,24147,4007,0,1400,3561,483,80,0,1,2,2,1,1,24620.666666666668,31214,920.6666666666666,5524,2,1.0404666666666667,0.8206888888888889,0.037394059191465163,27207
500000,2,1,1,39,0,0,0,0,0,0,358020,360047,369045,382231,204593,211655,15000,15000,20000,10000,10000,10000,0,0,0,0,0,314265.1666666667,382231,13333.333333333334,80000,0,0.71604,0.6285303333333334,0.04242701625113823,146365
320000,2,2,2,30,2,-1,-1,-1,-1,-1,416,416,416,416,1829,1833,416,416,416,1829,1833,2148,0,1,2,1,1,887.6666666666666,1833,1176.3333333333333,7058,0,0.0013,0.002773958333333333,1.3251971460758543,-1417
500000,2,1,1,34,0,0,0,0,0,0,32715,60927,76088,110294,108964,103548,30007,30000,50000,5000,5000,30000,0,0,0,0,0,82089.33333333333,110294,25001.166666666668,150007,0,0.06543,0.16417866666666667,0.30456047882794357,-70833
240000,2,1,1,27,1,-2,-1,-1,0,0,0,0,402,14350,14129,10222,0,402,14350,1129,1222,204,0,1,1,1,1,6517.166666666667,14350,2884.5,17307,1,0.0,0.027154861111111112,0.442600311996522,-10222
50000,2,1,2,25,-1,-1,-1,-1,-1,-1,574,801,686,527,312,442,801,686,527,312,442,8016,0,0,0,0,0,557.0,801,1797.3333333333333,10784,0,0.01148,0.01114,3.226810293237582,132
120000,2,2,1,39,0,0,0,0,0,0,31611,32264,32786,33018,27114,26287,1562,1500,1059,988,922,826,0,0,0,0,0,30513.333333333332,33018,1142.8333333333333,6857,0,0.263425,0.25427777777777777,0.03745357220887044,5324
250000,2,1,2,32,0,0,0,0,0,0,26465,30762,32833,34055,34321,23166,5000,3000,2500,1000,3050,4000,0,0,0,0,0,30267.0,34321,3091.6666666666665,18550,0,0.10586,0.121068,0.10214645213158445,3299
180000,2,2,1,39,0,0,0,0,0,0,65710,58159,60188,61090,62450,63911,2500,3000,2500,2500,2500,3000,0,0,0,0,0,61918.0,65710,2666.6666666666665,16000,0,0.3650555555555556,0.3439888888888889,0.043067713212097715,1799
10000,2,2,2,22,-1,-1,-1,-1,0,-1,5208,654,9954,9719,6547,654,654,9954,9919,0,654,264,0,0,0,0,0,5456.0,9954,3574.1666666666665,21445,1,0.5208,0.5456,0.6550891984359726,4554
200000,2,3,1,53,0,0,0,0,0,0,98426,91948,17042,10075,5107,7789,52306,1000,212,102,7786,4000,0,0,0,0,0,38397.833333333336,98426,10901.0,65406,0,0.49213,0.19198916666666668,0.28389622678362925,90637
120000,2,1,2,29,-1,-1,-1,-1,-1,-1,380,380,380,380,380,380,380,380,380,380,380,2880,0,0,0,0,0,380.0,380,796.6666666666666,4780,0,0.0031666666666666666,0.0031666666666666666,2.0964912280701755,0
230000,1,2,1,38,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,0,0,0,0,0,326.0,326,326.0,1956,0,0.001417391304347826,0.001417391304347826,1.0,0
330000,2,1,1,36,1,-2,-2,-1,-1,-1,0,0,0,1983,0,207,0,0,1983,0,207,49974,0,1,1,1,1,365.0,1983,8694.0,52164,3,0.0,0.001106060606060606,23.81917808219178,-207
50000,2,2,2,28,0,0,0,0,0,0,28457,29491,30508,31599,32262,32904,1492,1509,1600,1170,1177,1217,1,0,0,0,0,30870.166666666668,32904,1360.8333333333333,8165,0,0.56914,0.6174033333333333,0.044082474449441474,-4447
130000,1,2,2,32,0,0,-2,-2,-2,-2,27495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4582.5,27495,0.0,0,6,0.2115,0.03525,0.0,27495
110000,1,2,2,26,2,2,2,2,2,2,58112,56620,60732,61938,63097,64492,0,5700,2800,2300,2600,2300,1,6,2,1,1,60831.833333333336,64492,2616.6666666666665,15700,1,0.5282909090909091,0.5530166666666667,0.043014759268036745,-6380
30000,2,3,2,40,-1,0,0,-1,2,2,2208,7808,0,196,46,5346,7006,0,196,0,5300,0,0,2,2,1,0,2600.6666666666665,7808,2083.6666666666665,12502,3,0.0736,0.08668888888888888,0.8012048192771084,-3138
120000,2,1,2,25,0,0,-1,0,0,-1,8676,10599,5814,4426,3038,5184,5000,5814,0,0,5184,7048,0,0,0,0,0,6289.5,10599,3841.0,23046,2,0.0723,0.0524125,0.6107003736386041,3492
120000,2,1,2,28,-2,-1,-1,-1,0,0,398,954,0,170,170,0,958,0,170,0,0,0,0,0,0,0,0,282.0,954,188.0,1128,4,0.0033166666666666665,0.00235,0.6666666666666666,398
210000,2,2,1,40,0,0,0,0,0,2,42820,44156,44864,45768,48204,49453,1856,1564,1468,3000,2000,2000,0,1,2,1,0,45877.5,49453,1981.3333333333333,11888,0,0.2039047619047619,0.21846428571428572,0.04318747388879807,-6633
30000,1,2,1,47,1,2,0,0,2,2,15148,14620,15322,16469,16063,17295,0,1253,1400,0,1500,0,0,4,2,1,1,15819.5,17295,692.1666666666666,4153,3,0.5049333333333333,0.5273166666666667,0.04375401666719344,-2147
50000,1,3,2,27,2,2,2,2,2,2,54529,53143,53782,50982,51740,49062,1800,3900,300,3400,0,4000,0,6,2,1,1,52206.333333333336,54529,2233.3333333333335,13400,1,1.09058,1.0441266666666666,0.042778973176945324,5467
140000,2,2,2,42,-1,-1,-1,0,-1,-1,176,395,1204,700,748,-784,395,1204,0,748,0,2688,0,0,0,0,0,406.5,1204,839.1666666666666,5035,2,0.001257142857142857,0.0029035714285714285,2.064370643706437,960
140000,1,3,1,37,2,2,2,2,2,2,136184,138932,140185,136438,144979,139314,6400,5000,0,10800,0,5300,0,6,2,1,1,139338.66666666666,144979,4583.333333333333,27500,2,0.9727428571428571,0.9952761904761904,0.03289347776161678,-3130
50000,1,2,1,55,0,0,0,0,0,0,50528,50541,49345,20238,18646,19034,2100,1305,1201,663,684,652,0,0,0,0,0,34722.0,50541,1100.8333333333333,6605,0,1.01056,0.69444,0.0317042029068986,31494
130000,1,3,1,46,1,2,0,0,0,0,26582,25956,25144,23235,13277,13895,100,2000,1000,700,1000,2000,1,2,2,1,1,21348.166666666668,26582,1133.3333333333333,6800,0,0.20447692307692308,0.16421666666666668,0.05308808718937613,12687
80000,2,2,2,30,1,2,0,0,0,0,6393,6148,7311,7303,7456,7605,0,1266,258,267,269,278,1,2,2,1,1,7036.0,7605,389.6666666666667,2338,1,0.0799125,0.08795,0.05538184574568884,-1212
50000,2,3,1,51,0,0,2,0,0,0,44766,48047,46640,40551,19398,0,4000,0,811,1000,0,0,0,1,2,1,0,33233.666666666664,48047,968.5,5811,3,0.89532,0.6646733333333333,0.029142134983600968,44766
100000,1,1,1,35,1,2,2,2,2,0,17365,18102,17514,20207,19745,20263,1310,0,3000,0,1000,1000,0,5,2,1,1,18866.0,20263,1051.6666666666667,6310,2,0.17365,0.18866,0.05574401922329411,-2898
220000,1,2,1,48,-1,-1,-1,-1,-1,-1,61614,45669,11086,4564,6549,6413,45889,11134,4578,6593,6440,12249,0,0,0,0,0,22649.166666666668,61614,14480.5,86883,0,0.28006363636363635,0.10295075757575758,0.6393391957025645,55201
260000,2,2,1,28,-1,-1,-1,0,-1,-1,711,711,5514,1989,711,8503,711,5514,0,711,8503,3011,0,0,0,0,0,3023.1666666666665,8503,3075.0,18450,1,0.002734615384615385,0.011627564102564101,1.0171453773636916,-7792
320000,1,1,2,40,0,0,0,0,0,0,304702,307943,314201,319204,325758,319898,20000,12868,11721,12000,13000,11728,0,0,0,0,0,315284.3333333333,325758,13552.833333333334,81317,0,0.95219375,0.9852635416666666,0.042986066545224265,-15196
80000,2,2,1,30,0,0,0,0,0,0,5123,7864,9701,8969,8529,8737,3000,2005,1013,1000,350,500,0,0,0,0,0,8153.833333333333,9701,1311.3333333333333,7868,0,0.0640375,0.10192291666666667,0.16082415223923308,-3614
140000,1,1,2,55,0,0,0,0,0,0,65640,66998,68201,68866,65781,66850,2800,3000,2500,2350,2400,2400,0,0,0,0,0,67056.0,68866,2575.0,15450,0,0.46885714285714286,0.47897142857142855,0.03840073968026724,-1210
180000,1,2,1,26,0,0,0,2,-1,-1,175539,138825,51686,2594,171716,181693,3826,7000,0,171716,13400,0,1,1,2,1,0,120342.16666666667,181693,32657.0,195942,2,0.9752166666666666,0.6685675925925926,0.27136789127667915,-6154
80000,1,4,2,23,1,-1,-1,-1,0,0,-24,3032,3318,1278,2541,15452,3056,3324,1278,2003,15000,13004,0,1,1,1,1,4266.166666666667,15452,6277.5,37665,0,-0.0003,0.05332708333333334,1.4714614993944601,-15476
250000,1,2,2,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0,0.0,0,6,0.0,0.0,0.0,0
80000,1,1,2,33,0,0,0,0,0,0,75454,77738,77235,76835,34751,0,4100,2000,0,0,0,0,0,0,0,0,0,57002.166666666664,77738,1016.6666666666666,6100,4,0.943175,0.7125270833333333,0.017835579349322978,75454
30000,1,3,1,50,0,0,0,0,0,-1,28339,24232,15626,9330,4372,1419,1681,2000,0,0,1419,12000,1,0,0,0,0,13886.333333333334,28339,2850.0,17100,2,0.9446333333333333,0.4628777777777778,0.20523776374852973,26920
120000,2,2,1,26,-1,-1,-1,-1,-1,-1,13587,11433,7823,0,4913,7023,11433,7823,0,4913,7023,2176,0,0,0,0,0,7463.166666666667,13587,5561.333333333333,33368,1,0.113225,0.06219305555555556,0.7451707273498738,6564
120000,2,2,2,29,0,0,0,0,0,0,82064,83847,85558,86491,88136,89886,4000,4000,3250,3195,3210,4200,0,0,0,0,0,85997.0,89886,3642.5,21855,0,0.6838666666666666,0.7166416666666666,0.04235612870216403,-7822
20000,1,2,1,29,2,2,2,0,0,0,8024,11718,11238,12735,14359,19076,4000,0,2000,2000,5000,0,0,3,2,1,1,12858.333333333334,19076,2166.6666666666665,13000,2,0.4012,0.6429166666666667,0.16850291639662993,-11052
50000,1,2,2,40,0,0,0,0,-1,0,26566,14851,4013,2027,15090,14078,3000,1000,41,30525,477,688,0,0,0,0,0,12770.833333333334,26566,5955.166666666667,35731,0,0.53132,0.2554166666666667,0.4663099510603589,12488
250000,1,2,1,50,-2,-2,-2,-1,-1,-1,390,390,390,8042,16014,5607,390,390,8042,16014,5607,390,0,0,0,0,0,5138.833333333333,16014,5138.833333333333,30833,0,0.00156,0.02055533333333333,1.0,-5217
260000,1,1,2,37,0,0,0,0,0,0,112053,108596,100005,101759,100698,99222,5000,5000,5000,5000,5000,5000,0,0,0,0,0,103722.16666666667,112053,5000.0,30000,0,0.4309730769230769,0.39893141025641027,0.04820570337745226,12831
180000,2,1,2,27,-1,2,-1,-1,-1,2,980,980,376,0,2202,150,0,376,0,2202,0,819,0,2,2,1,0,781.3333333333334,2202,566.1666666666666,3397,3,0.0054444444444444445,0.004340740740740741,0.7246160409556314,830
20000,1,3,1,49,-1,-1,-1,-1,-1,-1,390,678,0,780,0,378,678,0,780,0,378,0,0,0,0,0,0,371.0,780,306.0,1836,3,0.0195,0.01855,0.8247978436657682,12
150000,1,2,1,55,1,2,2,0,0,0,76516,78505,76652,77688,79440,81126,3800,0,2800,3000,3000,3200,1,3,2,1,1,78321.16666666667,81126,2633.3333333333335,15800,1,0.5101066666666667,0.5221411111111112,0.03362224345483447,-4610
260000,1,1,2,34,-1,-1,-1,-1,-1,-1,6776,3198,2123,11774,6166,3583,3222,2125,11892,6192,3601,3403,0,0,0,0,0,5603.333333333333,11774,5072.5,30435,0,0.026061538461538462,0.02155128205128205,0.9052647233789411,3193
230000,1,1,1,43,1,2,2,2,2,2,9462,9701,10277,13148,12834,13861,1000,1000,3000,0,1200,0,0,6,2,1,1,11547.166666666666,13861,1033.3333333333333,6200,2,0.04113913043478261,0.05020507246376811,0.08948804179957565,-4399
70000,2,1,2,24,0,0,0,0,0,0,69572,71233,66844,50410,44958,46655,2828,2337,1702,1800,2600,2000,0,0,0,0,0,58278.666666666664,71233,2211.1666666666665,13267,0,0.9938857142857143,0.8325523809523809,0.03794127067651971,22917
160000,2,1,1,33,-1,-1,-1,-1,0,0,7429,7165,1849,4715,799,0,8000,2000,4755,0,0,0,0,0,0,0,0,3659.5,7429,2459.1666666666665,14755,3,0.04643125,0.022871875,0.6719952634695086,7429
50000,2,2,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0,0.0,0,6,0.0,0.0,0.0,0
170000,1,2,1,37,-1,-1,-1,-1,-2,-1,490,-10,4910,0,0,1000,0,4920,0,0,1000,1030,0,0,0,0,0,1065.0,4910,1158.3333333333333,6950,3,0.0028823529411764704,0.006264705882352941,1.0876369327073552,-510
210000,2,3,1,39,0,0,0,0,0,0,106028,107312,65968,67307,46511,47583,6000,5000,2697,2000,2012,1172,0,0,0,0,0,73451.5,107312,3146.8333333333335,18881,0,0.5048952380952381,0.34976904761904765,0.042842329065210835,58445
230000,1,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0,0.0,0,6,0.0,0.0,0.0,0
110000,1,2,1,36,2,2,2,2,2,2,57135,55648,59518,57964,66995,65762,0,4803,0,10000,0,7195,1,6,2,1,1,60503.666666666664,66995,3666.3333333333335,21998,3,0.5194090909090909,0.5500333333333333,0.060596878426100904,-8627
80000,2,2,1,39,0,0,-1,-1,-1,-1,44002,43156,22478,5011,4674,0,2300,22478,5011,4674,0,0,0,0,0,0,0,19886.833333333332,44002,5743.833333333333,34463,2,0.550025,0.24858541666666664,0.28882594011112883,44002
90000,2,2,1,54,-1,-1,-1,-1,-1,-1,692,392,332,14579,2091,506,394,332,14579,2091,506,417,0,0,0,0,0,3098.6666666666665,14579,3053.1666666666665,18319,0,0.007688888888888889,0.03442962962962963,0.985316265060241,186
90000,2,1,1,41,2,2,2,2,2,2,78700,80348,81630,82890,84709,86252,3500,3200,3200,3300,3100,3100,1,6,2,1,1,82421.5,86252,3233.3333333333335,19400,0,0.8744444444444445,0.9157944444444445,0.03922924641426489,-7552
250000,2,1,1,42,-1,-1,2,0,-1,2,744,2244,1372,686,1522,686,2186,0,0,1522,0,4389,0,2,2,1,0,1209.0,2244,1349.5,8097,3,0.002976,0.004836,1.1162117452440032,58
270000,1,2,2,31,1,2,2,2,2,0,16616,16911,14692,13907,10660,10683,2500,0,1000,0,2000,1000,0,5,2,1,1,13911.5,16911,1083.3333333333333,6500,2,0.06154074074074074,0.051524074074074076,0.07787322239394266,5933
20000,1,3,2,23,0,0,0,0,0,0,10103,11139,12106,12349,11420,11641,1205,1172,415,404,400,400,0,0,0,0,0,11459.666666666666,12349,666.0,3996,0,0.50515,0.5729833333333333,0.0581168736728817,-1538
80000,2,4,2,34,1,2,-1,-1,-1,0,2898,1457,1261,1261,2522,1261,0,1261,1261,2522,0,780,0,2,2,1,1,1776.6666666666667,2898,970.6666666666666,5824,2,0.036225,0.022208333333333333,0.5463414634146341,1637
20000,1,1,2,23,2,2,0,0,0,0,15077,15534,16540,17267,17475,17838,1000,1273,1000,631,650,803,0,2,2,1,1,16621.833333333332,17838,892.8333333333334,5357,0,0.75385,0.8310916666666666,0.05371449198343545,-2761
150000,2,2,1,36,0,0,0,2,0,0,83853,87227,96253,93562,96510,63417,5000,11700,0,5000,2500,5000,0,1,2,1,0,86803.66666666667,96510,4866.666666666667,29200,1,0.55902,0.5786911111111112,0.056065219979186745,20436
80000,2,3,1,37,1,2,2,0,0,0,99396,100495,97982,100261,102147,91829,3560,0,3912,3832,3508,2800,1,3,2,1,1,98685.0,102147,2935.3333333333335,17612,1,1.24245,1.2335625,0.02974447315532587,7567
130000,2,2,1,47,0,0,0,0,0,0,46096,37939,39138,40023,40536,41697,2167,2000,2000,1469,2000,2000,0,0,0,0,0,40904.833333333336,46096,1939.3333333333333,11636,0,0.3545846153846154,0.31465256410256415,0.04741086016729889,4399
320000,2,1,2,28,-1,0,-1,-1,-1,-1,18506,12237,913,5356,58545,7357,1062,1116,5384,58837,7393,5926,0,0,0,0,0,17152.333333333332,58545,13286.333333333334,79718,0,0.05783125,0.05360104166666666,0.7746079250636455,11149
50000,2,1,2,24,2,2,2,0,0,0,43379,46097,44187,43165,37967,36327,3628,8,1500,1490,1303,2000,1,3,2,1,1,41853.666666666664,46097,1654.8333333333333,9929,0,0.86758,0.8370733333333333,0.039538550983187454,7052
260000,2,2,1,34,0,0,0,0,0,0,135489,138509,138076,110044,111906,104073,5007,5003,5004,4052,4010,3835,0,0,0,0,0,123016.16666666667,138509,4485.166666666667,26911,0,0.5211115384615385,0.4731391025641026,0.036459977482634395,31416
140000,2,1,2,35,2,2,2,2,2,2,56528,57973,58679,59379,60636,61656,2800,2100,2100,2200,2000,2400,0,6,2,1,1,59141.833333333336,61656,2266.6666666666665,13600,0,0.40377142857142856,0.42244166666666666,0.03832594525589613,-5128
10000,2,3,1,53,1,4,3,2,2,2,4479,4272,4064,3856,4390,4171,0,0,0,900,0,900,1,6,4,1,1,4205.333333333333,4479,300.0,1800,4,0.4479,0.4205333333333333,0.07133798351299937,308
180000,1,1,2,30,0,0,0,0,0,0,139804,136528,57096,52694,50276,52945,7000,6000,3500,3500,3500,3900,0,0,0,0,0,81557.16666666667,139804,4566.666666666667,27400,0,0.7766888888888889,0.4530953703703704,0.05599344427119628,86859
250000,1,1,1,71,0,0,0,0,0,0,177484,177946,159849,145461,141487,147705,6243,5446,4721,4385,7805,200,0,0,0,0,0,158322.0,177946,4800.0,28800,0,0.709936,0.633288,0.03031795960131883,29779
20000,1,1,2,23,-1,2,2,2,2,2,15383,16142,15586,17322,16908,17564,1300,0,2000,0,1240,0,1,5,2,1,0,16484.166666666668,17564,756.6666666666666,4540,3,0.76915,0.8242083333333334,0.04590263384055406,-2181
50000,1,3,2,28,0,0,0,0,0,0,48963,50381,50287,20406,20206,19690,2500,1293,839,870,940,865,0,0,0,0,0,34988.833333333336,50381,1217.8333333333333,7307,0,0.97926,0.6997766666666667,0.03480634297609237,29273
120000,2,1,1,38,1,-2,-1,0,0,-2,0,0,4050,4050,0,0,0,4051,0,0,7,7,0,1,1,1,1,1350.0,4050,677.5,4065,3,0.0,0.01125,0.5018518518518519,0
160000,2,2,1,49,1,2,2,2,2,2,58943,60210,60755,59180,62835,61670,2800,2120,0,4611,0,2213,0,6,2,1,1,60598.833333333336,62835,1957.3333333333333,11744,2,0.36839375,0.37874270833333334,0.03229985175732206,-2727
60000,2,2,2,22,0,0,-1,-1,0,0,11718,4878,18347,15707,18976,6355,1000,37325,20800,3500,1232,113,0,0,0,0,0,12663.5,18976,10661.666666666666,63970,0,0.1953,0.21105833333333332,0.8419210065674313,5363
130000,1,2,2,31,0,0,0,0,0,0,116437,112881,96191,88934,90633,91459,4911,3533,3301,3607,5516,7020,0,0,0,0,0,99422.5,116437,4648.0,27888,0,0.8956692307692308,0.7647884615384616,0.046749981141089796,24978
320000,1,2,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,700,860,0,0,0,700,860,2420,1,1,1,1,1,260.0,860,663.3333333333334,3980,3,0.0,0.0008125,2.5512820512820515,-860
50000,2,2,1,43,0,0,0,0,0,0,35268,34807,31071,30258,29579,28396,1600,1400,1500,1200,1500,1200,0,0,0,0,0,31563.166666666668,35268,1400.0,8400,0,0.70536,0.6312633333333334,0.04435549876174232,6872
50000,1,2,2,33,0,0,0,0,0,0,48058,49348,41707,29358,29860,30461,2097,1456,1200,1100,1076,1200,1,0,0,0,0,38132.0,49348,1354.8333333333333,8129,0,0.96116,0.76264,0.035530088464631626,17597
70000,2,2,1,44,2,2,2,2,2,2,12662,13661,13145,14123,13754,14724,1500,0,1200,0,1200,0,1,6,2,1,1,13678.166666666666,14724,650.0,3900,3,0.1808857142857143,0.19540238095238094,0.04752098843655948,-2062
80000,2,2,1,44,0,0,0,0,0,0,76992,73036,17576,5616,25439,25833,2000,1000,4554,21000,1000,1000,0,0,0,0,0,37415.333333333336,76992,5092.333333333333,30554,0,0.9624,0.46769166666666667,0.13610284553569835,51159
230000,1,2,2,27,-1,-1,-1,-1,0,0,416,568,1427,14947,13255,8226,568,1427,14947,437,1000,900,1,0,0,0,0,6473.166666666667,14947,3213.1666666666665,19279,0,0.001808695652173913,0.028144202898550727,0.4963825021241535,-7810
20000,1,3,2,43,-1,-1,2,0,0,0,390,1736,1170,780,780,0,1736,0,0,0,0,0,1,1,2,1,0,809.3333333333334,1736,289.3333333333333,1736,5,0.0195,0.04046666666666667,0.35749588138385496,390
20000,2,3,2,39,0,0,2,2,3,2,12241,16020,16457,20906,20289,20407,4000,1000,4750,0,600,0,0,4,3,1,0,17720.0,20906,1725.0,10350,2,0.61205,0.886,0.09734762979683972,-8166
360000,1,2,2,42,0,-1,-1,-1,-1,-2,10000,10000,141,7054,-2946,-2946,10000,141,7054,1941,0,0,0,0,0,0,0,3550.5,10000,3189.3333333333335,19136,2,0.027777777777777776,0.0098625,0.898277237947707,12946
90000,2,1,2,28,-2,-2,-1,0,0,0,-1886,-2086,34347,35042,46098,46658,0,36633,1328,11696,1350,1337,0,0,0,0,0,26362.166666666668,46658,8724.0,52344,1,-0.020955555555555557,0.292912962962963,0.33092879315685986,-48544
160000,2,2,1,34,2,2,2,0,0,0,77290,72681,66526,66893,66637,67877,4500,2500,3000,3000,4000,2305,0,3,2,1,1,69650.66666666667,77290,3217.5,19305,0,0.4830625,0.4353166666666667,0.04619481986293503,9413
50000,1,1,2,36,1,2,2,2,0,0,49845,51215,47074,18853,19405,19237,2505,2300,0,1000,800,1000,0,4,2,1,1,34271.5,51215,1267.5,7605,1,0.9969,0.68543,0.03698408298440395,30608
220000,2,1,2,27,0,0,0,0,0,0,164855,168607,152765,152953,156065,145846,6102,7000,6500,5573,7000,8000,0,0,0,0,0,156848.5,168607,6695.833333333333,40175,0,0.7493409090909091,0.7129477272727273,0.04268981426875828,19009
350000,1,1,2,42,2,0,0,0,0,0,320982,322788,272799,117867,117518,119718,12618,11127,4327,4261,4150,4153,1,1,2,1,1,211945.33333333334,322788,6772.666666666667,40636,0,0.9170914285714286,0.6055580952380952,0.03195478079253141,201264
120000,2,1,2,29,-1,-1,-1,0,-1,-1,3945,5795,10863,1601,1126,4802,5894,10863,0,1126,4802,9751,0,0,0,0,0,4688.666666666667,10863,5406.0,32436,1,0.032875,0.03907222222222222,1.1529930328451585,-857
210000,2,1,2,30,1,2,0,0,0,0,73903,72153,73634,75095,76886,78604,0,2674,2687,3000,3000,3000,0,2,2,1,1,75045.83333333333,78604,2393.5,14361,1,0.35191904761904763,0.3573611111111111,0.03189384265171284,-4701
